Type|Title|Start Date|End Date|Location|Description
Conferência|Enfrentando desafios e encarando a liderança feminina #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Desenvolvimento Seguro de Software: Por onde devo começar? #CPNatal2|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Medidas de segurança para servidores em nuvem #CPNatal2 #COMUNIDADEDEVOPSRN|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Uso de Jogos Digitais Como Ferramenta Lúdica No tratamento do câncer infantil no Rio Grande do Norte #CPNatal2|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Desenvolvendo o empreendedorismo potiguar através da internacionalização #CPNatal2|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Marketing Jurídico na perspectiva dos estudantes de direito #CPNatal2 #COMUNIDADELEP|18 de Agosto de 2019 às 12:00|18 de Agosto de 2019 às 13:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Zoada dos bilros e a Tecnologia de Informação – Uma aplicação lógica #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 13:00|18 de Agosto de 2019 às 13:45|Natal, Rio Grande do Norte, Brazil|
Conferência|Conversando o Hardware #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|18 de Agosto de 2019 às 13:05|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Análise e Visualização de Dados Em Tempos de Big Data #CPNatal2|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00||
Conferência|Como fazer seu próprio console - Projeto 2.0 #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|O Mito do Empreendedor - Aprenda ou Morra #CPNatal2 #COMUNIDADELEP|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Modernizando sistemas e-Gov legados: um relato sobre adoção de microservices no sistema de arrecadação de tributos do Governo do RN #CPNatal2|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Em terra de concurso público, quem empreende é rei #CPNatal2|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Game Feel: a sensação passada pelos jogos #CPNatal2|18 de Agosto de 2019 às 13:15|18 de Agosto de 2019 às 14:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Visita Virtual ao experimento Atlas - LHC/CERN #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 14:00|18 de Agosto de 2019 às 14:45|Natal, Rio Grande do Norte, Brazil|
Conferência|A mulher na Ciência e Tecnologia #CPNatal2 #COMUNIDADEDUMONTHACKERSPACE|18 de Agosto de 2019 às 14:15|18 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|E-Gov x Hackerismo: Os Desafios do Governo em um Mundo Conectado #CPNatal2|18 de Agosto de 2019 às 14:15|18 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Empreendendo com Realidade Virtual #CPNatal2 #COMUNIDADELEP|18 de Agosto de 2019 às 14:15|18 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|O poder da narrativa no jornalismo de imersão em realidade virtual #CPNatal2|18 de Agosto de 2019 às 14:15|18 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|De estudante de robótica a educador maker e sócio fundador do Fab Lab Recife #CPNatal2|18 de Agosto de 2019 às 14:15|18 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Wireshark: de análise simples de pacotes a investigação forense #CPNatal2|18 de Agosto de 2019 às 14:15|17 de Agosto de 2019 às 15:00|Natal, Rio Grande do Norte, Brazil|
Conferência|STEAM viralizou ... é contagioso? #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 15:00|18 de Agosto de 2019 às 15:45|Natal, Rio Grande do Norte, Brazil|
Conferência|Sou mulher e sou CEO #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|18 de Agosto de 2019 às 15:05|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Pixel art: Surgimento e relevância no mercado atual #CPNatal2|18 de Agosto de 2019 às 15:15|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|O Marketing e a jornada do cliente #CPNatal2 #COMUNIDADELEP|18 de Agosto de 2019 às 15:15|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Infovia Potiguar - uma rede de alta capacidade para o Rio Grande do Norte|18 de Agosto de 2019 às 15:15|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Como a economia circular muda a forma que empreendemos em inovação? #CPNata2|18 de Agosto de 2019 às 15:15|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Do Angular ao Flutter: Da Web Híbrido para o Nativo Multiplataforma#CPNatal2|18 de Agosto de 2019 às 15:15|18 de Agosto de 2019 às 16:00|Natal, Rio Grande do Norte, Brazil|
Conferência|OWASP'S DEVSECOPS MATURITY MODEL #CPNatal2 #COMUNIDADEDEVOPSRN|18 de Agosto de 2019 às 15:35|18 de Agosto de 2019 às 16:10|Natal, Rio Grande do Norte, Brazil|
Conferência|Os Robôs Entre Nós #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 16:00|18 de Agosto de 2019 às 16:45|Natal, Rio Grande do Norte, Brazil|
Conferência|MÉTODO COMPARATIVO: UMA ANÁLISE COMPARATIVA DA EVOLUÇÃO DO FEMINISMO ATRAVÉS DAS PERSONAGENS DA DC COMICS E MARVEL #CPNatal2 #COMUNIDADEASBOYZINHASARRETADAS|18 de Agosto de 2019 às 16:05|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Processos de criação de assets de forma não convencional para jogos digitais #CPNatal2|18 de Agosto de 2019 às 16:15|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Git: Boas práticas e outras nem tão boas #CPNatal2 #COMUNIDADEDEVOPSRN|18 de Agosto de 2019 às 16:15|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|ODSs no mundo dos negócios #CPNatal2|18 de Agosto de 2019 às 16:15|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|O Império Contra Ataca: Como manter os seus ambientes em nuvem seguros #CPNatal2|18 de Agosto de 2019 às 16:15|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Como criar um nome foda pra uma marca #CPNatal2 #COMUNIDADELEP|18 de Agosto de 2019 às 16:15|18 de Agosto de 2019 às 17:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Exatamente Humanas: dialogando sobre o fazer tecnológico #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 17:00|18 de Agosto de 2019 às 17:45|Natal, Rio Grande do Norte, Brazil|
Conferência|Manipulação de dados públicos com Pandas e Matplotlib #CPNatal2|18 de Agosto de 2019 às 17:15|18 de Agosto de 2019 às 18:00|Natal, Rio Grande do Norte, Brazil|
Conferência|A fofoca na era digital: Da comédia à tragédia #CPNatal2|18 de Agosto de 2019 às 17:15|18 de Agosto de 2019 às 18:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Service design: a era da experiência.Desenhe agora as melhores soluções do futuros #CPNatal2|18 de Agosto de 2019 às 17:15|18 de Agosto de 2019 às 18:00|Natal, Rio Grande do Norte, Brazil|
Conferência|Girl Power! - Comunidades e Feminismos STEM #CPNatal2 #OpenCampus|18 de Agosto de 2019 às 18:00|18 de Agosto de 2019 às 19:00|Natal, Rio Grande do Norte, Brazil|
Conferência|OrtogOnBlender : Computação gráfica 3D gratuita e livre para a saúde humana! #CPNatal2|18 de Agosto de 2019 às 18:30|18 de Agosto de 2019 às 19:30|Natal, Rio Grande do Norte, Brazil|
Conferência|Cerimônia de Encerramento Campus Party Natal #CPNatal2|18 de Agosto de 2019 às 20:00|18 de Agosto de 2019 às 21:30|Natal, Rio Grande do Norte, Brazil|
